group,names,scores,logfoldchanges,pvals,pvals_adj
8,Tmod1,5.132596,3.43476,2.85773173715698e-07,1.1284280188431708e-05
8,Cox6a2,5.121062,3.923487,3.0382033217962553e-07,1.1841101517805925e-05
8,Gpc3,5.117683,1.3641149,3.0931202289224406e-07,1.1900581803841339e-05
8,Sln,5.112207,4.366935,3.184164646130222e-07,1.2095795067135186e-05
8,Clcn5,5.075624,1.6998949,3.8622653146851394e-07,1.3964648445024222e-05
8,Il17b,5.0473127,5.0158296,4.4806756937222824e-07,1.6007747329595917e-05
8,Synpo2l,5.0424194,5.029653,4.5968227035850206e-07,1.6229488157010172e-05
8,Myog,4.997914,4.8079014,5.795387615429774e-07,2.0223207248726453e-05
8,Ccnd3,4.9636607,1.9773685,6.917672512191805e-07,2.3861994493204144e-05
8,Naca,4.9157763,1.6000277,8.84312707486643e-07,3.0157073126902448e-05
8,Acta2,4.9100676,3.7446475,9.104500476853489e-07,3.0699557225884635e-05
8,Ahnak,4.861484,1.6646711,1.165088764068537e-06,3.813914956947047e-05
8,Prkaca,4.860785,2.1268568,1.1692108498471454e-06,3.813914956947047e-05
8,Phactr2,4.7681623,1.6099696,1.8591411019186104e-06,5.999228437481452e-05
8,Itga9,4.755696,1.9509954,1.9776395252745484e-06,6.313719378030765e-05
8,Rplp2,4.737055,1.8275638,2.168465233783135e-06,6.708829037714627e-05
8,Nrap,4.7238894,4.5310163,2.313761267267342e-06,7.013734912191205e-05
8,Hspb1,4.7045493,3.3444796,2.544272720864891e-06,7.635362435315538e-05
8,Smtn,4.694413,2.4284756,2.673729949508851e-06,7.86653292007457e-05
8,Ilk,4.631383,2.1462016,3.6323116255653433e-06,0.000104813
8,Rps3a1,4.6150723,1.6084689,3.92958920720304e-06,0.000112311
8,Col1a2,4.610645,1.0702358,4.014218952150737e-06,0.000113648
8,Pdlim3,4.6043534,3.973426,4.137492752788258e-06,0.000116043
8,Itga4,4.5707994,2.6710982,4.8586710574542774e-06,0.000135008
8,Cdkn1a,4.555537,2.8097277,5.2251906917165346e-06,0.000143107
8,Gm28653,4.5036917,4.380042,6.678314558657008e-06,0.000178943
8,Smyd1,4.4368167,3.1402006,9.129906296133249e-06,0.000236581
8,Rps8,4.436467,1.3328373,9.14473599809423e-06,0.000236581
8,Myl9,4.426797,2.5206623,9.564271030816722e-06,0.000245319
8,Smpx,4.414913,4.9960933,1.0105053371299363e-05,0.000256624
8,Cox8b,4.4133987,5.1262326,1.0176039152236902e-05,0.000256624
8,Jph2,4.387418,3.9190595,1.147044511817061e-05,0.000286857
8,Rps12,4.374136,1.9121115,1.219144910437875e-05,0.00029989
8,Pygm,4.374136,3.95006,1.219144910437875e-05,0.00029989
8,Naaladl2,4.3326592,1.4325354,1.473189936848518e-05,0.000359434
8,Obscn,4.3200765,2.965634,1.559750807020563e-05,0.000377485
8,Cav3,4.3177466,4.3601413,1.5763038102134865e-05,0.000378439
8,Capn6,4.2924643,3.194924,1.767008754023738e-05,0.000420857
8,Col6a2,4.261124,1.6698737,2.0340128284663432e-05,0.000479123
8,Rhoq,4.2600756,1.5798031,2.043578680163689e-05,0.000479123
8,Col4a1,4.2552986,1.0357083,2.0877011036203452e-05,0.000485674
8,Serpinh1,4.192152,1.1818949,2.7632080166297875e-05,0.000623488
8,Rps27a,4.114558,1.6260576,3.8792142358794495e-05,0.00086877
8,Ebf2,4.0955677,1.1797961,4.211350928830387e-05,0.000929284
8,Fndc5,4.0665574,3.0704074,4.7712716778356294e-05,0.001037579
8,Arl6ip5,4.039761,1.5282646,5.350571730955328e-05,0.001146933
8,Peg10,4.034868,1.7483064,5.4633091225991554e-05,0.001162794
8,Col3a1,3.9952552,1.378217,6.46245845544076e-05,0.001365763
8,Myl6b,3.9921095,3.2997735,6.548809670807293e-05,0.001374334
8,Nr3c2,3.9780123,1.6845819,6.949379468678889e-05,0.001438282
8,Rbm20,3.9698567,2.9423194,7.191585328979153e-05,0.00146816
8,Rps18,3.9590216,1.6333108,7.525742664960242e-05,0.001522631
8,Myom3,3.9571576,4.6743355,7.584692325217258e-05,0.001522631
8,Mybph,3.9042633,4.4539194,9.451281715077187e-05,0.001841772
8,Myh7,3.8584762,3.4840496,0.000114096,0.002153476
8,Cavin1,3.8528838,2.217472,0.000116735,0.002189507
8,Ltbp1,3.8350582,1.3004658,0.000125535,0.002325489
8,Rps21,3.8091936,1.6546233,0.000139421,0.002551229
8,Postn,3.8009217,1.6542847,0.000144159,0.002621944
8,Nexn,3.7870574,3.0243669,0.000152442,0.00273939
8,Npnt,3.7413867,1.7941995,0.000183008,0.00324974
8,Thbs4,3.7392895,3.6575308,0.000184541,0.003257692
8,Hjv,3.7328818,4.569376,0.000189302,0.003322186
8,Actn3,3.7089977,4.306517,0.000208081,0.003609548
8,Il1rapl2,3.7003763,1.0572695,0.00021528,0.003691745
8,Ccdc141,3.6969976,1.9417554,0.000218164,0.003719952
8,Plagl1,3.6710165,1.3035336,0.000241588,0.004055849
8,Alpk3,3.655288,4.0864325,0.000256893,0.00425932
8,Mypn,3.621501,3.9270663,0.000292899,0.004803217
8,Mymk,3.5921414,3.8305345,0.000327972,0.00534915
8,Rbm24,3.5730343,2.6055343,0.000352869,0.005724102
8,Stard13,3.535053,1.4632194,0.000407693,0.006507916
8,Rpl32,3.5193245,1.316265,0.000432647,0.006833548
8,Tanc1,3.5049942,1.2216771,0.000456617,0.007137024
8,Rps2,3.4822752,1.2773873,0.000497172,0.00770419
8,Cnn2,3.4818094,1.4579139,0.000498038,0.00770419
8,Tead4,3.4434786,3.4540665,0.000574282,0.008792965
8,Rpl24,3.433925,1.1092799,0.000594909,0.00902841
8,Klhl41,3.4335754,4.0176587,0.000595676,0.00902841
8,Fermt2,3.4214587,1.2739142,0.000622862,0.009299545
8,Map3k20,3.4122546,1.6756014,0.000644279,0.009571689
8,Copz2,3.3819628,2.2842205,0.000719699,0.010587333576205633
8,Igf1,3.3387387,1.4947586,0.000841597,0.012320154
8,Rps29,3.2971458,1.2468073,0.000976728,0.014160194039649944
8,Hspa9,3.261145,1.3281411,0.001109632,0.015782019341715702
8,Ehbp1l1,3.2560189,2.0111866,0.001129862,0.015844472840729328
8,Pde4dip,3.2430866,1.000804,0.001182423,0.016504420568715355
8,Rpl7a,3.2115133,1.269922,0.001320379,0.018093411936777385
8,Mki67,3.18961,1.0714772,0.001424649,0.019433514
8,Bgn,3.1532598,1.1274893,0.001614581,0.021631056
8,Lmcd1,3.1018803,2.588741,0.001922958,0.025422007
8,Cspg4,3.0670447,1.7879568,0.002161866,0.028207647357612192
8,Prune2,3.0479374,1.674108,0.002304178,0.029805342
8,Mfap4,3.031976,1.2631458,0.002429585,0.031292634
8,Map4k2,2.9610233,1.2624173,0.003066187,0.038427224038075844
8,Kif24,2.9603243,1.1194575,0.003073154,0.038427224038075844
8,Isyna1,2.8981097,1.502288,0.003754194,0.046003936
8,Fap,2.8976436,2.4158647,0.003759776,0.046003936
8,Mirg,2.8954298,1.1202768,0.003786395,0.046003936
9,Igfbp2,6.030688,2.5635102,1.6326338297319164e-09,3.3157037659182225e-06
9,Ttr,5.9815874,3.2254446,2.2097325997455667e-09,3.3157037659182225e-06
9,Col4a1,4.6611857,1.6675847,3.1439256693403056e-06,0.003144974
9,Cd63,4.242622,1.8308846,2.2092358325915727e-05,0.012830634
9,Lef1,4.208979,1.6518383,2.5652717121587306e-05,0.012830634
9,Hba-a1,4.0324306,1.236068,5.5202953486142517e-05,0.023666295
9,Fhit,3.8951318,1.5845691,9.814537834395e-05,0.036816785051274246
9,Pltp,3.8320894,2.2686818,0.00012706,0.041206112
9,Hbb-bt,3.776776,1.4968525,0.000158872,0.041206112
9,Vtn,3.770108,2.4791515,0.000163177,0.041206112
9,Hba-a2,3.7676833,1.2874858,0.00016477,0.041206112
