group,names,scores,logfoldchanges,pvals,pvals_adj
5,Klhl24,4.1170206,1.123081,3.83801497375534e-05,0.001294144
5,H1fx,4.0340824,1.3111084,5.481605432433809e-05,0.00173161
5,Dpyd,3.9905257,1.1137357,6.592700514045902e-05,0.002039659
5,Hist1h2ae,3.9602542,2.063433,7.487002755283881e-05,0.00224685
5,Zc3h12c,3.956743,1.0285578,7.59785740737869e-05,0.002257542
5,Cox5a,3.952188,1.1730115,7.743982750087299e-05,0.002278401
5,Opa3,3.901799,1.5616891,9.548048795365487e-05,0.002781912
5,3110039M20Rik,3.8778853,1.3774197,0.000105368,0.003011528
5,Hmgn2,3.873615,1.2068249,0.000107233,0.003035901
5,Angpt1,3.859191,1.210753,0.000113763,0.00319068
5,Kif15,3.8498912,1.2066151,0.00011817,0.003283602
5,Tmem151b,3.801305,1.2921247,0.000143936,0.003926835
5,Gucy1a1,3.7781506,1.6106405,0.000157997,0.004196017
5,Arhgap42,3.768661,1.0634514,0.000164126,0.004320533
5,Dlx2,3.7545218,2.7803278,0.000173673,0.004454632
5,Lhx6,3.702614,1.632709,0.000213389,0.005164364
5,Sox2,3.6951175,1.6535827,0.000219785,0.005224628
5,Rnd3,3.6408374,1.1482848,0.000271753,0.006289511
5,Hist1h4d,3.625844,1.2959319,0.000288019,0.00654807
5,Gopc,3.579725,1.1037852,0.000343956,0.007479793
5,Zfp503,3.542811,2.2228477,0.000395886,0.008366585
5,Hist1h4h,3.528197,1.8750446,0.0004184,0.008780558
5,Six3os1,3.5225983,1.4157995,0.000427339,0.008905853
5,Gm28175,3.5146272,1.1720997,0.000440372,0.009114178
5,Pou3f2,3.5041888,1.2298932,0.000458001,0.009224565
5,Gm14964,3.4799905,2.7404819,0.000501432,0.009835271
5,Fzd2,3.4744866,1.2408566,0.000511832,0.009965959
5,Clic4,3.416221,1.0285127,0.000634967,0.012137170757196718
5,Siah3,3.3995194,1.2713504,0.000675044,0.012740919990659157
5,Gucy1b1,3.3706713,1.4692729,0.000749852,0.013977064088749824
5,Mms22l,3.3020623,1.0423497,0.000959768,0.016843641
5,Pou3f1,3.2938063,1.840019,0.000988405,0.017245377
5,Rftn1,3.247972,1.0778782,0.001162307,0.019486492896955827
5,2610020C07Rik,3.239147,1.204698,0.001198878,0.019877533267885678
5,Mmgt1,3.170348,1.3880303,0.001522565,0.024968399028014426
5,Irgq,3.1679757,1.1963239,0.001535044,0.025036235
5,H2afz,3.142449,1.0587106,0.00167541,0.027031748
5,Nusap1,3.1375144,1.2787687,0.00170387,0.027251345515828022
5,Ftl1-ps1,3.0398674,1.4835508,0.002366824,0.035337506217800546
5,Lockd,3.0101652,1.1666173,0.002611057,0.038216425
5,Fgd3,2.9827404,1.1702273,0.002856801,0.040716589487857884
5,Cdca7,2.9806528,1.6605378,0.002876347,0.040716589487857884
5,Lrrc20,2.9731562,1.0404521,0.002947545,0.041528556194075354
5,Elovl2,2.9570239,1.0722126,0.00310624,0.043357329479638045
5,Gm11944,2.9292197,1.0190539,0.003398141,0.046565397838292895
6,Rnf220,12.024224,2.4843383,2.6506617791824607e-33,7.954635999326564e-30
6,Ntng1,11.769139,2.617501,5.629583645092119e-32,8.447190259460724e-29
6,Kitl,10.817099,3.6501477,2.8567809147548167e-27,2.857733175059735e-24
6,Zfp804b,10.368178,2.4126084,3.460572738116353e-25,2.5962946967717934e-22
6,Cntn4,10.258683,2.290903,1.0817181540665518e-24,6.492472360707443e-22
6,Galntl6,9.767593,1.7367234,1.5509229332017927e-22,7.7571995375643e-20
6,Ntm,9.5264845,1.0191109,1.6270004985249191e-21,6.975183565818976e-19
6,Prox1,9.134317,3.1209838,6.582072677884387e-20,2.2852870497456083e-17
6,Chst1,8.944006,3.0664268,3.7531080292604794e-19,1.1263077195810697e-16
6,Tcf7l2,8.485607,1.7984272,2.1459484320442742e-17,5.3666593704707224e-15
6,Cntn5,8.225783,1.3896561,1.939196064512282e-16,4.476559530462584e-14
6,Pou2f2,8.116287,1.7873068,4.806612070439787e-16,1.0303316302421288e-13
6,Cntn6,8.08068,2.5268142,6.440653015900904e-16,1.2885599800479077e-13
6,Mast4,7.9984064,1.6067152,1.260396472284438e-15,2.2249704784268227e-13
6,Id4,7.9676604,2.4681814,1.6170669485493824e-15,2.6960099514426094e-13
6,Syt13,7.9312024,2.8077717,2.170344758542055e-15,3.428002431781425e-13
6,Arhgap26,7.8874526,2.3133085,3.0841728701649714e-15,4.627801391682539e-13
6,Shisa9,7.7926617,2.051786,6.56121268579998e-15,9.376285366707495e-13
6,Pde7b,7.183205,2.3005004,6.809593027241521e-13,8.514828614479918e-11
6,Samd5,7.047581,1.8206058,1.820548480192145e-12,2.1013330727140877e-10
6,Nr2f1,6.8470616,2.1511128,7.538214960622595e-12,8.079351106010146e-10
6,Cdh8,6.557099,1.2599621,5.486462118418188e-11,5.285424759242066e-09
6,Myo16,6.5530887,1.4879218,5.635907773933559e-11,5.285424759242066e-09
6,Tmem132b,6.524165,1.7748582,6.838132515070901e-11,6.218556265978114e-09
6,Glra2,6.4942694,2.155286,8.343722671626628e-11,7.364562275750444e-09
6,Grm5,6.4573255,1.3544831,1.0656956692128415e-10,9.13757915230782e-09
6,Brinp1,6.4082284,1.8691686,1.4722004268996559e-10,1.2272426336460743e-08
6,Atp2c1,6.2033343,1.9171216,5.527918123234815e-10,4.4438482794730104e-08
6,Rac3,6.173439,1.969523,6.682038915075922e-10,4.811329916203438e-08
6,Mir124-2hg,6.1722236,1.8527243,6.73361734357029e-10,4.811329916203438e-08
6,Cd47,6.079377,1.9502239,1.2065027563462245e-09,8.420266911151209e-08
6,Prkch,6.0356274,2.2824364,1.5834613437488493e-09,1.0799926119523402e-07
6,Nefl,5.912156,2.4671452,3.3765788955089445e-09,2.2028507098744222e-07
6,Shisal1,5.830855,1.9760368,5.514412514548264e-09,3.521011054501987e-07
6,Kcnma1,5.8258724,1.0569407,5.681505251052738e-09,3.552124428835264e-07
6,Tmem163,5.812626,1.711948,6.150040842268051e-09,3.766586238295188e-07
6,Syt7,5.7704563,1.4977514,7.905727010873844e-09,4.745017351926481e-07
6,Cobl,5.7230606,1.867338,1.0462190474535588e-08,6.156281100800254e-07
6,Nefm,5.6483216,2.8253174,1.6202180799758023e-08,9.132366260635056e-07
6,Unc5c,5.645891,1.2758223,1.6432781675251352e-08,9.132366260635056e-07
6,Lef1,5.607367,1.7449802,2.054275957637507e-08,1.120887663430938e-06
6,Slc18a2,5.5867076,2.1745665,2.3141489027728754e-08,1.2401358673609641e-06
6,Egfem1,5.537732,1.4008338,3.064131416818197e-08,1.613238312609019e-06
6,Pcsk2,5.4598336,1.5977544,4.7658096754361216e-08,2.4658956613765174e-06
6,Gap43,5.207058,1.3530992,1.918582140380891e-07,9.286556456908152e-06
6,Gabrb1,5.1816587,1.3280417,2.1992120314530135e-07,1.0475929057762687e-05
6,Mgat4c,5.1511555,1.1780807,2.588862699922203e-07,1.2139339003853955e-05
6,Shroom3,5.1021805,1.6480911,3.3576260781614766e-07,1.526702403115544e-05
6,Hs3st4,5.0657225,1.1393197,4.068547094455289e-07,1.8223447508149733e-05
6,Slc6a7,5.052719,2.189697,4.3556467076069267e-07,1.8852385782909082e-05
6,Epha3,5.0129795,1.0636737,5.359356402800038e-07,2.2652716288454808e-05
6,Trhde,4.9860005,1.596413,6.164191619559465e-07,2.569269312541383e-05
6,Zic1,4.891331,2.1389463,1.0015618906115168e-06,4.061739505034002e-05
6,Stmn3,4.78378,1.5838131,1.7202883714580955e-06,6.534918231323728e-05
6,Rgs7,4.746228,1.2156199,2.0724470664446174e-06,7.77426705800037e-05
6,Gabra2,4.725569,1.4954243,2.2947209377993143e-06,8.296936788356317e-05
6,Tll1,4.7061243,2.2279205,2.5247031518318963e-06,9.019802569818477e-05
6,Kcnc2,4.6601872,1.4284899,3.159215903996418e-06,0.000110242
6,Grm8,4.6468196,1.1494856,3.3709191622185053e-06,0.000116277
6,Scn2a,4.6363683,1.444615,3.545841618381787e-06,0.000119563
6,Cd200,4.624094,1.8200761,3.7623929288381636e-06,0.000125455
6,C1qtnf4,4.473887,1.52335,7.681039320002955e-06,0.000253305
6,Frmd3,4.4416823,1.5061113,8.925829328513371e-06,0.000291157
6,Tmod2,4.381405,1.4517771,1.1791646293301021e-05,0.000380502
6,Tcerg1l,4.3093395,1.5093888,1.6374276265654517e-05,0.000522757
6,Coro2a,4.255625,1.978953,2.08466071850182e-05,0.000644955
6,Igsf21,4.234722,1.292869,2.2883445461746745e-05,0.000700747
6,Slc7a8,4.2322917,2.128012,2.3132219422361192e-05,0.00070121
6,Vwc2l,4.197535,1.4457623,2.6983600231749194e-05,0.00079595
6,Prkag2,4.194983,1.4118891,2.7289216711910118e-05,0.00079595
6,Sox2,4.19474,2.1330445,2.731849408002046e-05,0.00079595
6,Banf2,4.1896358,2.957028,2.7940262027505203e-05,0.000806238
6,Sez6l,4.186962,1.2083873,2.827129632097852e-05,0.000808021
6,Scn9a,4.143577,1.4025782,3.419300726080434e-05,0.000959002
6,Chrm3,4.113317,1.3119881,3.90014387033616e-05,0.001073792
6,Kcnj6,4.0916853,1.3715197,4.282498419377184e-05,0.001168343
6,Galnt9,4.078317,1.6397692,4.5362849202420125e-05,0.001226432
6,Zdhhc2,4.04672,1.3669411,5.1940256212702314e-05,0.001391721
6,Trpc7,4.0351753,1.5467179,5.456157123182245e-05,0.00144902
6,Kcnk10,3.9916687,1.1630079,6.561001645111143e-05,0.001712136
6,Rnf152,3.9632313,1.3581454,7.394206680254888e-05,0.001912932
6,Pdzrn4,3.9415996,1.2595826,8.094002164374223e-05,0.002058483
6,Lin28b,3.9373462,1.3517538,8.23877260367922e-05,0.002077694
6,Pcsk1n,3.9198463,1.1676339,8.860546724594638e-05,0.002215875
6,Gpr162,3.9065998,1.4304806,9.360397006530283e-05,0.002321533
6,March4,3.8691697,1.3589526,0.000109207,0.002686305
6,Hlf,3.8564093,1.8590595,0.000115065,0.0027721
6,Ddah1,3.8555586,1.241179,0.000115466,0.0027721
6,Zic4,3.8525205,1.8845028,0.000116908,0.002784457
6,Slc1a2,3.820802,1.2491213,0.000133018,0.003118659
6,Trim3,3.8183715,1.36311,0.000134336,0.003125124
6,Neto2,3.8135104,1.107691,0.000137007,0.003162749
6,Cpne8,3.784587,1.5475856,0.000153964,0.00350035
6,Lgi1,3.7330596,1.5905771,0.000189168,0.004236512
6,Cpne4,3.730629,1.2588241,0.000191002,0.004245909
6,Ablim3,3.684449,1.2344934,0.000229198,0.005020607
6,Ppp2r2c,3.676428,1.3393071,0.000236522,0.005143506
6,Sgsm2,3.6742406,1.2350368,0.000238558,0.005150446
6,Stmn4,3.6704733,1.2520071,0.000242102,0.005189624
6,Ccdc85a,3.662574,1.2247435,0.000249694,0.005314399
6,Crtac1,3.653095,1.3579464,0.000259098,0.005475733
6,5330434G04Rik,3.6100745,1.1938572,0.000306109,0.006424009
6,Ppm1h,3.6049705,1.2170079,0.000312189,0.006470302
6,Cntn1,3.604606,1.1331301,0.000312627,0.006470302
6,Mras,3.5841894,1.285562,0.000338127,0.006862593
6,Atp6ap1,3.5686338,1.1964939,0.000358847,0.007227525
6,Hs3st5,3.518565,1.0464242,0.000433888,0.008621524
6,Srrm3,3.5168636,1.1167302,0.000436678,0.008621524
6,Dtx1,3.5118809,1.2105834,0.000444947,0.008727367
6,Ly6h,3.5092072,1.2038825,0.000449444,0.00875833
6,Gm30382,3.4870894,1.1761321,0.000488308,0.00939367
6,Gm16083,3.4616904,1.3323182,0.000536794,0.010260637596672584
6,Sdc3,3.4590168,1.1404234,0.000542151,0.010297442044906931
6,Adcy1,3.4541557,1.2038474,0.000552019,0.010418918249293816
6,Mef2a,3.448444,1.0940262,0.000563827,0.010509587422849787
6,Olfm1,3.4450412,1.14591,0.000570972,0.010545331
6,Cyfip2,3.4441905,1.1281974,0.000572772,0.010545331
6,Kndc1,3.439451,1.2107358,0.000582895,0.010666276269381313
6,Chst2,3.4241385,2.1068044,0.000616752,0.011217405129883609
6,Inpp4b,3.4078538,1.075952,0.000654759,0.011836943459582179
6,Plppr2,3.3999548,1.1820972,0.00067397,0.012039192882911273
6,Cds1,3.3935137,2.003176,0.000690021,0.012180897
6,Tjp1,3.3422296,1.0707033,0.000831083,0.014276870078469112
6,Tmem200a,3.3422296,1.1414949,0.000831083,0.014276870078469112
6,Synpo2,3.3422296,1.7248787,0.000831083,0.014276870078469112
6,Rras2,3.3417435,1.2361645,0.00083254,0.014276870078469112
6,Btbd3,3.337004,1.2025865,0.000846868,0.014398000292491591
6,Chrnb2,3.3339658,1.261867,0.000856172,0.014398000292491591
6,Slco3a1,3.3154936,1.1017622,0.000914814,0.015251988154783019
6,Adamts17,3.2727163,1.1004927,0.001065194,0.017661031223248184
6,Cdh7,3.2695565,1.4299825,0.001077162,0.017761341166741135
6,Gm32647,3.2572823,1.1443113,0.001124845,0.018242181
6,Scn3b,3.2558239,1.0795368,0.001130638,0.018242181
6,D1Ertd622e,3.2434282,1.5284846,0.001181006,0.018952930036210822
6,Insyn2b,3.2369874,1.1566653,0.001207988,0.019279052626986194
6,Tmem132c,3.2278728,1.0816003,0.001247144,0.019595181847552788
6,B3gat3,3.205755,1.3096671,0.001347087,0.020946151
6,Adcy2,3.1824217,1.0979458,0.00146049,0.022521941
6,Zhx2,3.1803558,1.0616035,0.001470943,0.022521941
6,Fign,3.1784115,1.0022931,0.001480845,0.022558452
6,Klf8,3.1729426,1.132443,0.001509023,0.022871607534729426
6,Lhx9,3.1613977,1.6419097,0.00157014,0.023559949151290043
6,Rcan2,3.135634,1.1122203,0.001714831,0.025476274281514666
6,Prkar1b,3.070131,1.0488886,0.002139649,0.031475911306789055
6,Arhgap18,3.070131,1.0563482,0.002139649,0.031475911306789055
6,Trmt13,3.0538464,1.1161159,0.002259277,0.032913058
6,Gm19938,3.0441244,1.2073731,0.002333587,0.033668724
6,Pcdh11x,3.0396278,1.0536214,0.002368707,0.034011908
6,9330159F19Rik,3.0053573,1.0430133,0.002652691,0.037565596
6,Atp2b4,3.0052357,1.0340285,0.002653751,0.037565596
6,2700069I18Rik,2.9970934,1.0712105,0.002725672,0.038402537
6,Ncald,2.9893157,1.0192156,0.00279603,0.039209754
6,Abcd4,2.981538,1.3151888,0.002868044,0.040032563884746644
6,Umad1,2.9755833,1.0170418,0.00292432,0.040473925
6,Nmnat2,2.9753401,1.0163401,0.002926638,0.040473925
6,Htr7,2.9599063,1.8203303,0.003077327,0.04236265
6,Tmem132a,2.9568682,1.027599,0.003107811,0.042586938
6,Scaf4,2.9392467,1.0266523,0.003290111,0.044677026
7,Nfib,14.20178,1.2162818,8.93136911185594e-46,1.0553298167962875e-42
7,Tiam2,14.190107,2.0807462,1.054978157410484e-45,1.0553298167962875e-42
7,Kcnq3,12.140009,1.4138074,6.481910701242132e-34,3.8904428028855277e-31
7,Zeb2,12.016612,1.3771993,2.9064587341759692e-33,1.453713776877014e-30
7,Neurod2,11.526484,3.090871,9.702592765329857e-31,4.159640126964986e-28
7,Sox11,11.2836685,1.224584,1.5801667715444375e-29,5.2689783126720635e-27
7,Ppp2r2b,11.202643,1.1451536,3.957468521746263e-29,1.1876363033760534e-26
7,Sox5,10.729637,1.0339177,7.388608651004284e-27,1.8477678801386544e-24
7,Dpy19l1,10.665474,2.2343845,1.4764452890976712e-26,3.408317163524701e-24
7,Gpm6a,10.650773,1.4766213,1.7292224467845392e-26,3.706711830571716e-24
7,Cntn2,10.258186,2.0274796,1.0872916072490779e-24,2.175308075569655e-22
7,Igfbpl1,10.2287,1.8279856,1.4748656791430853e-24,2.603571707710823e-22
7,Cttnbp2,9.975162,1.6698837,1.9578337140395848e-23,3.119400252922484e-21
7,Frmd4b,9.974297,1.3601931,1.9749618395710493e-23,3.119400252922484e-21
7,Satb2,9.59814,1.7890793,8.140038500992317e-22,1.2214127770738972e-19
7,Neurod6,9.563809,3.0031328,1.1349980910795884e-21,1.6219663196808785e-19
7,Clstn2,9.402105,1.2327651,5.348188579216566e-21,7.295415421013143e-19
7,Khdrbs2,9.137931,1.2592041,6.365847414797558e-20,7.95996170491978e-18
7,Tmem108,9.081032,1.1437845,1.0755022958964914e-19,1.2910329559941482e-17
7,Akt3,8.704702,1.2064874,3.184098162937553e-18,3.675184071913691e-16
7,C130071C03Rik,8.619527,1.330003,6.723159488657477e-18,7.472667268689292e-16
7,Shtn1,7.935094,1.5072685,2.1033618658022013e-15,2.1766168825077262e-13
7,Mef2c,7.639616,1.6031842,2.178702629747672e-14,2.043214559960239e-12
7,Hivep2,7.6254344,1.2165399,2.4321355857310407e-14,2.2117693614481373e-12
7,Gramd1b,7.293638,1.3060688,3.016946641588251e-13,2.5868162489732403e-11
7,Elmod1,7.080137,1.66224,1.4401214679476612e-12,1.137316980344982e-10
7,Rspo3,7.074862,2.2420697,1.4959752024068467e-12,1.1511337390828069e-10
7,Sez6,6.9732566,1.4468256,3.0968735885160104e-12,2.3004573912794354e-10
7,Dync1i1,6.9175677,1.6908818,4.59463073970597e-12,3.2829730594899085e-10
7,Msra,6.6611757,1.228167,2.7164517666785038e-11,1.8527435799550431e-09
7,Cdh12,6.5198793,1.5329833,7.036397356760767e-11,4.692495215030903e-09
7,Sybu,6.3953586,1.4276792,1.601711702419481e-10,1.0449427867306223e-08
7,Itpr1,6.154359,1.3274736,7.53819299225947e-10,4.7129410770355564e-08
7,3110039M20Rik,6.1358533,1.8288357,8.470321866609601e-10,5.1876399840194723e-08
7,Edil3,6.081635,1.1463498,1.1896316086809516e-09,7.14016891530307e-08
7,Epha3,5.832766,1.0000924,5.451595392435424e-09,3.207889759352688e-07
7,Adamts3,5.818325,1.4727538,5.9440186039489655e-09,3.430384582779009e-07
7,Ntng2,5.8028464,1.4672362,6.519846313090563e-09,3.6917092048273167e-07
7,Hs6st2,5.797053,1.1367404,6.7490428042143365e-09,3.7507180473050415e-07
7,Lzts1,5.772495,1.3259748,7.81064661215121e-09,4.18566972911889e-07
7,Nin,5.762291,1.2764612,8.297988115791753e-09,4.3688179535949214e-07
7,Bcl6,5.746985,2.2610855,9.084874602271898e-09,4.700639427830684e-07
7,Nuak1,5.737992,1.3919891,9.580569817848642e-09,4.873100003959962e-07
7,Foxg1,5.728307,1.5996916,1.014379070805991e-08,5.073585985814631e-07
7,Jph4,5.6493573,1.2569653,1.6104887023066925e-08,7.795284831649007e-07
7,Kcnj3,5.559512,1.356427,2.705300712523002e-08,1.2685324122314889e-06
7,Serpini1,5.454188,1.3876424,4.919712312927307e-08,2.2035905449395298e-06
7,Wnt7b,5.4498644,1.7431194,5.040824223065815e-08,2.2246343372677223e-06
7,Rgs6,5.3068385,1.0544107,1.1154303922751136e-07,4.6491758433578e-06
7,Cnr1,5.228148,1.4280187,1.7121641232245287e-07,6.850939378395748e-06
7,Fam49a,5.117117,1.2172153,3.1024136467365465e-07,1.209135500500828e-05
7,Hs3st4,5.06653,1.0004014,4.0513233080355364e-07,1.5389900313183097e-05
7,Rnf24,5.008507,1.252904,5.485387993405634e-07,2.0577061710262883e-05
7,Gm11266,4.9959683,1.3703544,5.854123425522139e-07,2.1689165925915977e-05
7,Gm10862,4.985073,2.7364285,6.193846696079774e-07,2.2394860162572774e-05
7,Gipr,4.9776363,2.379966,6.436548878890313e-07,2.2995337125654557e-05
7,Phf20l1,4.96553,1.0692998,6.851370004723573e-07,2.418936633432405e-05
7,9130024F11Rik,4.9219475,2.0918267,8.568712093834252e-07,2.9900819759996035e-05
7,9330159F19Rik,4.87188,1.1319518,1.1054135403309256e-06,3.769711402878532e-05
7,Adamts18,4.8551908,1.2846736,1.2027097153555032e-06,4.055429051440298e-05
7,Atf7,4.8048635,1.1511538,1.5485714777984337e-06,5.051372831383804e-05
7,Chrna7,4.7912874,1.4233221,1.6571469737473008e-06,5.290529859803882e-05
7,Lix1,4.780651,1.7045414,1.747284052190848e-06,5.519578358552352e-05
7,Tnr,4.754536,1.1128598,1.989024359641144e-06,6.153672271425849e-05
7,Lrig2,4.723665,1.1337318,2.3163133451602224e-06,7.021471059420026e-05
7,Snap25,4.682245,1.0465552,2.837500953722845e-06,8.431030061507185e-05
7,Bmerb1,4.648088,1.0197544,3.3502566781859005e-06,9.667423356957585e-05
7,Bmpr1b,4.4557724,1.0562756,8.359160289889339e-06,0.000236659
7,Tmem178,4.422567,1.3645724,9.753507692642709e-06,0.000273554
7,Rai14,4.39896,1.0503298,1.087709000017408e-05,0.000302242
7,Pou3f2,4.3965387,1.257906,1.099907569346577e-05,0.000302828
7,Cabp1,4.373191,1.2310426,1.2244348960721481e-05,0.000334048
7,Scrt2,4.3189726,1.0985564,1.5675726739388854e-05,0.000402076
7,Sema7a,4.2908688,1.3359003,1.7797537561013294e-05,0.000452631
7,St3gal1,4.286113,1.1192393,1.8182662140279702e-05,0.000458539
7,Btbd11,4.249362,1.0446427,2.1438030402201746e-05,0.000536129
7,Nos1,4.1582193,1.4251044,3.207376894734487e-05,0.000763916
7,Bhlhe22,4.1359096,3.461036,3.535514325960819e-05,0.000835439
7,Flrt1,4.109622,1.4467013,3.9630762157034714e-05,0.000914861
7,Draxin,4.048399,1.0276984,5.1569170364785823e-05,0.001161764
7,Gpc4,4.0375032,1.0080976,5.402304791842646e-05,0.001200912
7,Slc44a1,3.925694,1.0181665,8.648000994749191e-05,0.001840614
7,Rnf8,3.8881648,1.0343018,0.000101005,0.002119693
7,Gm28175,3.79659,1.1581417,0.0001467,0.002954677
7,Sla,3.677517,2.1180859,0.000235515,0.004389948
7,Ccbe1,3.577295,1.2501696,0.000347168,0.006164805
7,Ppfia3,3.5089815,1.0606492,0.000449826,0.007613511
7,Elovl2,3.5079439,1.0532718,0.000451584,0.007613511
7,Thap2,3.443435,1.0932631,0.000574375,0.009217637
7,Flrt3,3.2947881,1.0661182,0.000984959,0.014928592557675676
7,Oma1,3.2898593,1.4279743,0.001002375,0.015116218
7,Kcng1,3.229674,2.3273075,0.001239314,0.018059734433949023
7,Bbof1,3.190329,1.1788301,0.001421109,0.020212076093689097
7,Pcdhga12,3.1439795,1.0216403,0.001666671,0.02263203
7,Itprid1,3.086994,2.116973,0.002021917,0.026496823544027118
7,Amer2,3.0505888,1.0207081,0.00228393,0.029543427593102866
7,Hs3st1,3.029749,1.2137474,0.002447571,0.031256001
7,Slc6a15,2.996284,1.2253103,0.002732918,0.034137381009915056
7,Abcd4,2.9077358,1.0180049,0.003640558,0.043013047722662824
8,Ttn,12.96291,5.216271,1.9857087360426893e-38,5.95911191686411e-35
8,Myh3,11.984135,5.558756,4.303140827436074e-33,6.45686281156783e-30
8,Myh8,11.7771015,5.3490376,5.122412931930629e-32,5.124120402907939e-29
8,Mylpf,11.569836,5.271694,5.859449801498095e-31,4.1359263118719385e-28
8,Acta1,11.5477,5.278614,7.582262910605415e-31,4.1359263118719385e-28
8,Tpm2,11.540243,4.7029696,8.269096258324434e-31,4.1359263118719385e-28
8,Tnni2,11.372007,5.754137,5.764638847573506e-30,2.471383025938299e-27
8,Cdkn1c,11.254452,3.4178574,2.201907990810027e-29,8.259907350526113e-27
8,H19,11.132936,2.298172,8.673169599452524e-29,2.815141513319716e-26
8,Tnnt3,11.125945,5.3988686,9.380678151681826e-29,2.815141513319716e-26
8,Des,11.091925,5.6551957,1.373013312493571e-28,3.745829955266551e-26
8,Tnnc2,10.568226,5.935803,4.18332351306977e-26,1.0461794885601985e-23
8,Myl1,10.394864,5.136948,2.616604517481642e-25,6.040330889971083e-23
8,Myl4,10.210084,5.090535,1.787103427365632e-24,3.8307838468030447e-22
8,Ckm,10.026469,5.147131,1.166125060059462e-23,2.3330275368256302e-21
8,Actc1,9.934662,5.140947,2.941734087309909e-23,5.5175899975106475e-21
8,Dlk1,9.608326,3.2094796,7.373828764520379e-22,1.3016976542544505e-19
8,Airn,9.59085,2.118126,8.736265500425035e-22,1.4565295981541961e-19
8,Tnni1,9.551121,4.90586,1.2830075485848276e-21,2.0264766596331936e-19
8,Gapdh,9.509877,1.867093,1.9088762528205658e-21,2.8642688173572586e-19
8,Actn2,9.464207,4.6278434,2.9579818408682204e-21,4.227096906878823e-19
8,Igf2,9.419002,2.0122638,4.553963470050963e-21,6.212020169828608e-19
8,Tnnt1,9.152318,4.5780215,5.572501613116463e-20,7.270903191722827e-18
8,Cmss1,9.118647,1.449887,7.606799816017052e-20,9.511669269944656e-18
8,Mef2c,9.108977,2.3647976,8.316243916458084e-20,9.982819197316284e-18
8,Camk1d,9.044199,1.5170789,1.507662865840087e-19,1.7401908693792697e-17
8,Eno3,8.9663725,4.268675,3.0644035576672824e-19,3.4060278061331534e-17
8,Tceal7,8.655066,5.6286397,4.926265257209676e-18,5.279900727459371e-16
8,Tubb6,8.443606,4.55329,3.0769524658796105e-17,3.07797811670157e-15
8,Lgals1,8.421586,2.4497678,3.714211134059482e-17,3.595596004294357e-15
8,Tnnt2,8.122863,4.7100387,4.553154672469135e-16,4.2700053662749606e-14
8,Neb,8.106318,3.4230678,5.217660271550594e-16,4.744908628764647e-14
8,Tpm1,8.068221,2.5745096,7.13300538481864e-16,6.29592622348257e-14
8,Ryr1,7.9744325,2.8256383,1.5308248629120591e-15,1.3125729753140254e-13
8,Pgam2,7.8456926,4.9782324,4.305710465306697e-15,3.589288085107055e-13
8,5430431A17Rik,7.7509723,3.760324,9.119157521823551e-15,7.396376141349318e-13
8,Flnc,7.7091465,3.5378795,1.266621255214067e-14,1.0002974702361619e-12
8,Palld,7.5920568,1.9986653,3.148667627327688e-14,2.422859371694972e-12
8,Atp2a1,7.4520154,4.4923873,9.192488628483207e-14,6.896664593519526e-12
8,Nrk,6.997755,3.718534,2.6009625268677654e-12,1.9037776934463815e-10
8,Col6a3,6.9573274,2.5699728,3.4678896632174797e-12,2.4778897331703943e-10
8,Itgb1bp2,6.6637297,4.4277477,2.6696419842079127e-11,1.8631617661878945e-09
8,Hexb,6.632506,2.4560902,3.3003518060785475e-11,2.2509899477367547e-09
8,Tnnc1,6.445978,4.409791,1.1485709115086879e-10,7.493176750951243e-09
8,Mybpc1,6.4301333,3.6475303,1.2749203588056513e-10,8.140502120799488e-09
8,Srl,6.4060163,2.9496436,1.4937087144320416e-10,9.338791358355327e-09
8,Casq2,6.3660545,4.702842,1.9395246443701186e-10,1.1878598893376993e-08
8,Myom1,6.3031406,3.6564896,2.916736512338933e-10,1.7506252547058273e-08
8,Cd63,6.203877,2.1271195,5.508887267457417e-10,3.119277488611265e-08
8,Myom2,6.1247687,4.5211854,9.081541725310912e-10,5.0469827254922304e-08
8,Ldb3,6.118244,4.012557,9.461191885343986e-10,5.1623703359849647e-08
8,Lmna,6.0957584,2.2127457,1.0891973916616868e-09,5.83693102210129e-08
8,Tpi1,6.0598745,2.387784,1.3622790063237832e-09,7.172279470136269e-08
8,Itm2a,6.03133,3.049171,1.6261554907563717e-09,8.413952806482537e-08
8,Pbxip1,5.8944345,2.5732882,3.759665717187557e-09,1.8496322651278457e-07
8,Klhl31,5.8819685,5.158613,4.054159728489668e-09,1.9623440879350796e-07
8,Arhgap24,5.7454224,1.728521,9.16919078457374e-09,4.3677367530961574e-07
8,Taco1,5.718276,1.9272733,1.0761019613483348e-08,5.045909353134926e-07
8,Cryab,5.552953,4.5982275,2.8088398219496833e-08,1.277170955404697e-06
8,Sntb1,5.534195,2.4951367,3.126606948059276e-08,1.4004399180784904e-06
8,Rplp1,5.475592,1.7230204,4.3605089946162005e-08,1.896505433745394e-06
8,Trdn,5.3637457,4.594223,8.151371735257407e-08,3.44538965880387e-06
8,Ctnna3,5.2463064,1.5841038,1.5517861300629596e-07,6.379329008656085e-06
8,Csrp3,5.1390038,4.497895,2.7619897681609077e-07,1.1051641725667846e-05
